@relation PokeSet
@attribute Height real
@attribute Weight real
@attribute Body {head,serpertine,fins,headArms,headBase,bipedalTailed,headLegs,quadruped,singleWings,multiped,multiBody,bipedalTailless,TwoMoreWings,insectoid}
@attribute CatchRate real
@attribute PerfSpeed real
@attribute PerfPower real
@attribute PerfSkill real
@attribute PerfStamina real
@attribute PerfJump real
@attribute BaseHp real
@attribute BaseAttack real
@attribute BaseDefense real
@attribute BaseSpAttack real
@attribute BaseSpDefense real
@attribute BaseSpeed real
@attribute Color { 'black' ,'blue' ,'brown' ,'gray' ,'green' ,'pink' ,'purple' ,'red' ,'silver' ,'yellow' }
@attribute Habitat {'cave' ,'forest' ,'grass' ,'mountain' ,'rare' ,'rough' ,'sea' ,'urban' ,'water' }
@attribute Ability2 {'Adaptability' ,'Aftermath' ,'Anger Point' ,'Anticipation' ,'Arena Trap' ,'Battle Armor' ,'Big Pecks' ,'Chlorophyll' ,'Cloud Nine' ,'Compound Eyes' ,'Cursed Body' ,'Damp' ,'Download' ,'Dry Skin' ,'Early Bird' ,'Filter' ,'Flame Body' ,'Flash Fire' ,'Forewarn' ,'Frisk' ,'Gluttony' ,'Guts' ,'Heatproof' ,'Huge Power' ,'Hustle' ,'Hydration' ,'Ice Body' ,'Illuminate' ,'Infiltrator' ,'Inner Focus' ,'Insomnia' ,'Intimidate' ,'Iron Fist' ,'Keen Eye' ,'Klutz' ,'Leaf Guard' ,'Lightningrod' ,'Limber' ,'Liquid Ooze' ,'Magic Guard' ,'Magnet Pull' ,'Minus' ,'Mold Breaker' ,'Motor Drive' ,'Moxie' ,'Natural Cure' ,'No Guard' ,'Normalize' ,'Oblivious' ,'Overcoat' ,'Own Tempo' ,'Pickup' ,'Poison Heal' ,'Poison Point' ,'Poison Touch' ,'Pressure' ,'Quick Feet' ,'Rain Dish' ,'Reckless' ,'Regenerator' ,'Rivalry' ,'Rock Head' ,'Run Away' ,'Sand Force' ,'Sand Rush' ,'Sand Veil' ,'Sap Sipper' ,'Scrappy' ,'Serene Grace' ,'Shed Skin' ,'Sheer Force' ,'Shell Armor' ,'Simple' ,'Skill Link' ,'Sniper' ,'Snow Cloak' ,'Solar Power' ,'Solid Rock' ,'Stall' ,'Static' ,'Steadfast' ,'Sticky Hold' ,'Storm Drain' ,'Sturdy' ,'Super Luck' ,'Swarm' ,'Swift Swim' ,'Synchronize' ,'Tangled Feet' ,'Technician' ,'Thick Fat' ,'Tinted Lens' ,'Trace' ,'Unaware' ,'Unburden' ,'Unnerve' ,'Water Absorb' ,'Water Veil' ,'Weak Armor' }
@attribute Hidden {'Analytic' ,'Anger Point' ,'Anticipation' ,'Big Pecks' ,'Contrary' ,'Cursed Body' ,'Damp' ,'Defiant' ,'Dry Skin' ,'Early Bird' ,'Friend Guard' ,'Harvest' ,'Honey Gather' ,'Hustle' ,'Hydration' ,'Ice Body' ,'Infiltrator' ,'Inner Focus' ,'Justified' ,'Light Metal' ,'Moody' ,'Moxie' ,'Oblivious' ,'Overcoat' ,'Own Tempo' ,'Prankster' ,'Quick Feet' ,'Rattled' ,'Regenerator' ,'Run Away' ,'Sap Sipper' ,'Sheer Force' ,'Steadfast' ,'Technician' ,'Thick Fat' ,'Unaware' ,'Unburden' ,'Unnerve' ,'Vital Spirit' ,'Wonder Skin' }
@attribute class { Grass,Fire,Water,Bug,Normal,Poison,Electric,Ground,Fairy,Fighting,Rock,Ghost,Psychic,Ice,Dragon,Dark,Steel,Flying}
@data 
0.3,14.5,insectoid,190,?,?,?,?,?,50,65,85,35,35,55,"red",?,"Shell Armor",?,Bug
1.4,200,insectoid,75,?,?,?,?,?,70,95,125,65,75,45,"red",?,"Shell Armor",?,Bug
0.1,0.6,insectoid,190,?,?,?,?,?,50,47,50,57,50,65,"yellow",?,"Unnerve",?,Bug
0.8,14.3,insectoid,75,?,?,?,?,?,70,77,60,97,60,108,"yellow",?,"Unnerve",?,Bug
0.3,33,insectoid,90,?,?,?,?,?,58,109,112,48,48,109,"gray",?,"Hustle",?,Bug
1.1,28.8,insectoid,45,?,?,?,?,?,55,85,55,50,55,60,"silver",?,?,?,Bug
0.1,0.1,head,0,?,?,?,?,?,44,38,39,61,79,42,"silver",?,?,?,Fairy
0.2,0.9,head,0,?,?,?,?,?,54,45,47,75,98,52,"silver",?,?,?,Fairy
0.2,0.5,head,0,?,?,?,?,?,78,52,60,63,65,23,"pink",?,?,?,Fairy
0.2,2.2,head,0,?,?,?,?,?,67,58,57,81,67,101,?,?,?,?,Electric
0.2,3,head,0,?,?,?,?,?,57,80,91,80,87,75,?,?,?,?,Steel
0.3,7,head,0,?,?,?,?,?,41,56,40,62,44,71,"blue",?,?,?,Water
0.3,1.7,head,0,?,?,?,?,?,45,50,43,40,38,62,"red",?,?,?,Normal
0.3,2.5,head,0,?,?,?,?,?,38,35,40,27,25,35,"black",?,?,?,Bug
0.3,8.4,head,0,?,?,?,?,?,45,22,60,27,30,29,"black",?,?,?,Bug
0.3,3.5,head,0,?,?,?,?,?,62,48,54,63,60,68,"gray",?,?,?,Psychic
0.3,5.7,head,0,?,?,?,?,?,50,50,150,50,150,50,?,?,?,?,Rock
0.3,2.8,head,0,?,?,?,?,?,45,50,35,55,75,40,?,?,?,?,Dragon
0.3,33.1,head,0,?,?,?,?,?,59,66,70,44,55,41,?,?,?,?,Ghost
0.4,9,head,0,?,?,?,?,?,56,61,65,48,45,33,"green",?,?,?,Grass
0.4,9.4,head,0,?,?,?,?,?,40,45,40,62,60,60,"red",?,?,?,Fire
0.4,5,head,0,?,?,?,?,?,38,36,38,32,36,57,"brown",?,?,?,Normal
0.4,3.5,head,0,?,?,?,?,?,62,48,66,59,57,49,"silver",?,?,?,Fairy
0.4,3.5,head,0,?,?,?,?,?,53,54,37,46,45,45,"blue",?,?,?,Dark
0.4,7,head,0,?,?,?,?,?,43,70,48,50,60,38,?,?,?,?,Ghost
0.5,31,head,0,?,?,?,?,?,42,52,67,39,56,50,"brown",?,?,?,Rock
0.5,6,head,0,?,?,?,?,?,44,38,33,61,43,70,"yellow",?,?,?,Electric
0.5,7.3,head,0,?,?,?,?,?,50,60,60,60,60,30,"brown",?,?,?,Poison
0.5,8.3,head,0,?,?,?,?,?,50,53,62,58,63,44,"blue",?,?,?,Water
0.5,8,head,0,?,?,?,?,?,40,30,35,45,40,55,?,?,?,?,Flying
0.6,8,head,0,?,?,?,?,?,67,82,62,46,48,43,"silver",?,?,?,Fighting
0.6,13.5,head,0,?,?,?,?,?,62,50,58,73,54,72,"brown",?,?,?,Fire
0.6,10.9,head,0,?,?,?,?,?,54,63,52,83,56,97,"blue",?,?,?,Water
0.6,8.5,head,0,?,?,?,?,?,74,48,76,83,81,104,"silver",?,?,?,Psychic
0.7,29,head,0,?,?,?,?,?,61,78,95,56,58,57,"green",?,?,?,Grass
0.7,16,head,0,?,?,?,?,?,62,73,55,56,52,84,"red",?,?,?,Fire
0.7,86,head,0,?,?,?,?,?,85,100,122,58,75,54,?,?,?,?,Ghost
0.8,2,head,0,?,?,?,?,?,45,80,100,35,37,28,"brown",?,?,?,Steel
0.8,4.5,head,0,?,?,?,?,?,59,110,150,45,49,35,"brown",?,?,?,Steel
0.8,26,head,0,?,?,?,?,?,58,89,77,45,45,48,"brown",?,?,?,Rock
0.8,15.5,head,0,?,?,?,?,?,101,72,72,99,89,29,"pink",?,?,?,Fairy
0.8,5,head,0,?,?,?,?,?,82,80,86,85,75,72,"silver",?,?,?,Fairy
0.8,21.5,head,0,?,?,?,?,?,78,92,75,74,63,118,"green",?,?,?,Fighting
0.8,17.5,head,0,?,?,?,?,?,68,75,53,83,113,60,?,?,?,?,Dragon
0.9,31,head,0,?,?,?,?,?,66,65,48,62,57,52,"brown",?,?,?,Grass
1,14.5,head,0,?,?,?,?,?,59,59,58,90,70,73,"red",?,?,?,Fire
1,42.4,head,0,?,?,?,?,?,85,56,77,50,77,78,"brown",?,?,?,Normal
1,21,head,0,?,?,?,?,?,62,55,52,109,94,109,"yellow",?,?,?,Electric
1,23.5,head,0,?,?,?,?,?,95,65,65,110,130,60,"pink",?,?,?,Fairy
1,99.5,head,0,?,?,?,?,?,55,69,85,32,35,28,?,?,?,?,Ice
1.1,10,head,0,?,?,?,?,?,78,65,68,112,154,75,"silver",?,?,?,Fairy
1.2,24.5,head,0,?,?,?,?,?,78,81,71,74,69,126,"red",?,?,?,Fire
1.2,17,head,0,?,?,?,?,?,80,52,50,90,50,89,"black",?,?,?,Bug
1.2,28,head,0,?,?,?,?,?,75,80,60,65,90,102,"silver",?,?,?,Normal
1.3,96,head,0,?,?,?,?,?,72,105,115,54,86,68,"brown",?,?,?,Rock
1.3,35.3,head,0,?,?,?,?,?,71,73,88,120,89,59,"blue",?,?,?,Water
1.3,25.2,head,0,?,?,?,?,?,77,59,50,67,63,46,"blue",?,?,?,Rock
1.5,39,head,0,?,?,?,?,?,75,69,72,114,100,104,"red",?,?,?,Fire
1.5,40,head,0,?,?,?,?,?,72,95,67,103,71,122,"blue",?,?,?,Water
1.5,81.5,head,0,?,?,?,?,?,86,68,72,109,66,106,"brown",?,?,?,Fire
1.5,47,head,0,?,?,?,?,?,86,92,88,68,75,73,"blue",?,?,?,Dark
1.5,71,head,0,?,?,?,?,?,85,110,76,65,82,56,?,?,?,?,Ghost
1.5,85,head,0,?,?,?,?,?,85,70,80,97,80,123,?,?,?,?,Flying
1.6,90,head,0,?,?,?,?,?,88,107,122,74,75,64,"green",?,?,?,Grass
1.7,91,head,0,?,?,?,?,?,123,100,62,97,81,68,"brown",?,?,?,Grass
1.7,53,head,0,?,?,?,?,?,60,150,50,150,50,60,"brown",?,?,?,Steel
1.8,81.5,head,0,?,?,?,?,?,65,75,90,97,123,44,"brown",?,?,?,Poison
2,150.5,head,0,?,?,?,?,?,90,100,70,110,150,80,?,?,?,?,Dragon
2,505,head,0,?,?,?,?,?,95,117,184,44,46,28,?,?,?,?,Ice
2.1,136,head,0,?,?,?,?,?,95,124,78,69,71,58,"silver",?,?,?,Fighting
2.5,270,head,0,?,?,?,?,?,82,121,119,69,59,71,"red",?,?,?,Rock
2.7,225,head,0,?,?,?,?,?,123,77,72,99,92,58,"blue",?,?,?,Rock
3,215,head,0,?,?,?,?,?,126,131,95,131,98,99,?,?,?,?,Fairy
5,305,head,0,?,?,?,?,?,108,100,121,81,95,95,?,?,?,?,Dragon
5.8,203,head,0,?,?,?,?,?,126,131,95,131,98,99,?,?,?,?,Dark
